Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A703065,*Betty,05/20/2015 11:07:00 AM,05/20/2015 11:07:00 AM,1405 E M Franklin Ave in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie/White,*Betty,08/15/2015 03:04:00 PM,08/15/2015 03:04:00 PM,04/28/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie/White,0.0
A749928,Venus,05/21/2017 02:07:00 PM,05/21/2017 02:07:00 PM,Shoal Creek And West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,German Shepherd Mix,Sable/White,Venus,08/08/2017 07:52:00 AM,08/08/2017 07:52:00 AM,05/21/2010,Dog,Spayed Female,7 years,German Shepherd Mix,Sable/White,0.0
A685186,*Sierra,08/03/2014 04:58:00 PM,08/03/2014 04:58:00 PM,Hwy 290 And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Pit Bull Terrier Mix,Brown/White,*Sierra,09/04/2014 12:02:00 PM,09/04/2014 12:02:00 PM,08/03/2013,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Brown/White,0.0
A794146,King,05/04/2019 12:52:00 PM,05/04/2019 12:52:00 PM,Hiway 290 And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,Black/White,King,05/06/2019 01:23:00 PM,05/06/2019 01:23:00 PM,01/23/2019,Dog,Intact Male,3 months,Pit Bull Mix,Black/White,0.0
A716260,*Fritz,11/17/2015 02:12:00 PM,11/17/2015 02:12:00 PM,13817 Klaus Ln in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Dachshund Mix,Tan/White,*Fritz,11/22/2015 07:21:00 PM,11/22/2015 07:21:00 PM,06/17/2015,Dog,Neutered Male,5 months,Dachshund Mix,Tan/White,0.0
A775327,,06/28/2018 11:22:00 AM,06/28/2018 11:22:00 AM,4700 E Riverside in Austin (TX),Wildlife,Sick,Other,Unknown,4 months,Raccoon Mix,Gray/Black,,06/28/2018 12:45:00 PM,06/28/2018 12:45:00 PM,01/28/2018,Other,Unknown,4 months,Raccoon Mix,Gray/Black,1.0
A689691,Millie,10/08/2014 09:59:00 AM,10/08/2014 09:59:00 AM,800 Gardner in Austin (TX),Stray,Injured,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,Millie,05/30/2015 06:12:00 AM,05/30/2015 06:12:00 AM,10/08/2012,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,0.0
A760768,,10/23/2017 04:07:00 PM,10/23/2017 04:07:00 PM,1421 Windcrest Dr in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,10/24/2017 09:05:00 AM,10/24/2017 09:05:00 AM,10/23/2016,Other,Unknown,1 year,Bat,Brown,1.0
A666212,*Clyde,10/28/2013 06:30:00 PM,10/28/2013 06:30:00 PM,5310 Medford Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Clyde,12/24/2013 02:14:00 PM,12/24/2013 02:14:00 PM,08/28/2013,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0
A717498,,12/09/2015 09:42:00 AM,12/09/2015 09:42:00 AM,Austin (TX),Public Assist,Nursing,Dog,Intact Male,3 days,Labrador Retriever Mix,Black,,12/09/2015 12:28:00 PM,12/09/2015 12:28:00 PM,12/06/2015,Dog,Intact Male,3 days,Labrador Retriever Mix,Black,0.0
A682976,*Jamie,07/05/2014 01:50:00 PM,07/05/2014 01:50:00 PM,1606 E 3Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,*Jamie,07/14/2014 03:21:00 PM,07/14/2014 03:21:00 PM,07/05/2013,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,0.0
A766008,*Banjo,01/31/2018 01:16:00 PM,01/31/2018 01:16:00 PM,12904 Manor Gregg Road in Manor (TX),Stray,Normal,Dog,Intact Male,5 months,Border Collie/Great Pyrenees,White/Black,*Banjo,02/07/2018 06:02:00 PM,02/07/2018 06:02:00 PM,08/31/2017,Dog,Neutered Male,5 months,Border Collie/Great Pyrenees,White/Black,0.0
A782900,*Casper,10/22/2018 05:31:00 PM,10/22/2018 05:31:00 PM,4632 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,5 years,Snowshoe Mix,Lilac Point,*Casper,11/18/2018 01:02:00 PM,11/18/2018 01:02:00 PM,10/22/2013,Cat,Neutered Male,5 years,Snowshoe Mix,Lilac Point,0.0
A679945,Lulu,05/28/2014 12:57:00 PM,05/28/2014 12:57:00 PM,Northcross & W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Pit Bull/Pointer,Brown Brindle/White,Lulu,05/28/2014 02:43:00 PM,05/28/2014 02:43:00 PM,05/28/2005,Dog,Spayed Female,9 years,Pit Bull/Pointer,Brown Brindle/White,0.0
A810017,,12/05/2019 01:58:00 PM,12/05/2019 01:58:00 PM,4707 Old Castle Road in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,White/Black,,12/14/2019 05:37:00 PM,12/14/2019 05:37:00 PM,09/13/2019,Cat,Neutered Male,3 months,Domestic Shorthair,White/Black,0.0
A674520,,03/14/2014 01:11:00 PM,03/14/2014 01:11:00 PM,8402 Bluff Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,,03/14/2014 02:09:00 PM,03/14/2014 02:09:00 PM,02/27/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A808668,*Viktor,11/11/2019 06:54:00 PM,11/11/2019 06:54:00 PM,11718 Big Trail in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer Mix,Black/Gray,*Viktor,11/25/2019 03:35:00 PM,11/25/2019 03:35:00 PM,11/11/2017,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black/Gray,0.0
A672008,Rider,02/02/2014 01:57:00 PM,02/02/2014 01:57:00 PM,907 W Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,Rider,02/04/2014 05:39:00 PM,02/04/2014 05:39:00 PM,02/02/2013,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,0.0
A714242,,10/20/2015 11:02:00 AM,10/20/2015 11:02:00 AM,2600 Gracy Farms Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie,,10/21/2015 09:00:00 AM,10/21/2015 09:00:00 AM,07/20/2015,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie,0.0
A670582,*Sitka,01/10/2014 02:30:00 PM,01/10/2014 02:30:00 PM,Kramer And N Lamar in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Snowshoe Mix,Seal Point,*Sitka,01/19/2014 04:06:00 PM,01/19/2014 04:06:00 PM,01/10/2009,Cat,Neutered Male,5 years,Snowshoe Mix,Seal Point,0.0
A812886,,01/30/2020 03:33:00 PM,01/30/2020 03:33:00 PM,707 Bedford Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,,02/01/2020 11:42:00 AM,02/01/2020 11:42:00 AM,01/30/2019,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,0.0
A756605,Squiggy,08/22/2017 07:03:00 PM,08/22/2017 07:03:00 PM,555 North Ih 35 in Williamson (TX),Stray,Normal,Dog,Neutered Male,7 years,Boston Terrier,Black/White,Squiggy,08/26/2017 04:53:00 PM,08/26/2017 04:53:00 PM,08/22/2010,Dog,Neutered Male,7 years,Boston Terrier,Black/White,0.0
A686110,,08/16/2014 03:11:00 PM,08/16/2014 03:11:00 PM,San Jose in Del Valle (TX),Stray,Nursing,Dog,Intact Female,3 weeks,Australian Kelpie Mix,Black/Brown,,08/20/2014 02:05:00 PM,08/20/2014 02:05:00 PM,07/25/2014,Dog,Intact Female,3 weeks,Australian Kelpie Mix,Black/Brown,0.0
A683576,*Buffy,07/12/2014 12:12:00 PM,07/12/2014 12:12:00 PM,8078 Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair/Cairn Terrier,White,*Buffy,07/17/2014 04:01:00 PM,07/17/2014 04:01:00 PM,07/12/2011,Dog,Intact Female,3 years,Chihuahua Shorthair/Cairn Terrier,White,0.0
A766760,,02/16/2018 10:28:00 AM,02/16/2018 10:28:00 AM,7902 Tisdale in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,,02/20/2018 12:00:00 AM,02/20/2018 12:00:00 AM,02/16/2016,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,0.0
A694911,,01/06/2015 01:28:00 PM,01/06/2015 01:28:00 PM,515 E 39Th in Austin (TX),Stray,Sick,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,,01/06/2015 04:05:00 PM,01/06/2015 04:05:00 PM,01/06/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,1.0
A773575,Monty,11/29/2018 02:54:00 PM,11/29/2018 02:54:00 PM,4509 Credo Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue/White,Monty,12/16/2018 02:22:00 PM,12/16/2018 02:22:00 PM,06/03/2015,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue/White,0.0
A706517,Ninja,06/29/2015 11:46:00 PM,06/29/2015 11:46:00 PM,901 W. Ben White in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Jack Russell Terrier Mix,White/Blue Merle,Ninja,07/02/2015 04:34:00 PM,07/02/2015 04:34:00 PM,06/30/2012,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,White/Blue Merle,0.0
A783169,,10/26/2018 12:52:00 PM,10/26/2018 12:52:00 PM,5417 Salem Walk Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black,,10/31/2018 03:51:00 PM,10/31/2018 03:51:00 PM,10/30/2010,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black,0.0
A676318,Luke,04/08/2014 02:41:00 PM,04/08/2014 02:41:00 PM,Travis (TX),Stray,Normal,Dog,Intact Male,2 weeks,German Shepherd/Australian Cattle Dog,Tricolor,Luke,05/24/2014 03:06:00 PM,05/24/2014 03:06:00 PM,03/21/2014,Dog,Neutered Male,2 months,German Shepherd/Australian Cattle Dog,Tricolor,0.0
A792150,,04/06/2019 06:29:00 PM,04/06/2019 06:29:00 PM,1501 Canon Yeomans Trail in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,,04/11/2019 05:32:00 PM,04/11/2019 05:32:00 PM,04/06/2018,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,0.0
A771941,Luna,12/30/2019 05:27:00 PM,12/30/2019 05:27:00 PM,Metric And Braker in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,White,Luna,11/16/2019 03:00:00 PM,11/16/2019 03:00:00 PM,11/12/2017,Dog,Intact Female,2 years,German Shepherd Mix,White,0.0
A724285,*Q.T.,04/15/2016 10:49:00 AM,04/15/2016 10:49:00 AM,Loyola Ln And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Tricolor,*Q.T.,04/23/2016 01:15:00 PM,04/23/2016 01:15:00 PM,01/31/2016,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Tricolor,0.0
A722325,Bella,05/18/2016 08:08:00 AM,05/18/2016 08:08:00 AM,1144 Airport Blvd in Austin (TX),Stray,Sick,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black,Bella,05/30/2016 01:10:00 PM,05/30/2016 01:10:00 PM,08/14/2015,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black,0.0
A695980,Charlie,01/26/2015 06:25:00 PM,01/26/2015 06:25:00 PM,Tranquilo Trl And Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Beagle/Cardigan Welsh Corgi,Yellow,Charlie,01/30/2015 06:37:00 PM,01/30/2015 06:37:00 PM,01/26/2014,Dog,Neutered Male,1 year,Beagle/Cardigan Welsh Corgi,Yellow,0.0
A683797,,07/15/2014 03:06:00 PM,07/15/2014 03:06:00 PM,3603 Southridge Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,07/15/2014 04:37:00 PM,07/15/2014 04:37:00 PM,06/23/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A724776,,04/21/2016 05:06:00 PM,04/21/2016 05:06:00 PM,8705 Stillwood Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black Tabby,,04/27/2016 10:59:00 AM,04/27/2016 10:59:00 AM,04/21/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black Tabby,0.0
A799698,Buddy,07/11/2019 10:07:00 AM,07/11/2019 10:07:00 AM,4800 South Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Great Pyrenees/Labrador Retriever,White,Buddy,07/15/2019 05:34:00 PM,07/15/2019 05:34:00 PM,07/11/2014,Dog,Intact Male,5 years,Great Pyrenees/Labrador Retriever,White,0.0
A731258,Alexander,07/19/2016 12:02:00 PM,07/19/2016 12:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Blue,Alexander,07/21/2016 01:05:00 PM,07/21/2016 01:05:00 PM,07/19/2005,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Blue,0.0
A732094,*Summer,08/02/2016 11:10:00 AM,08/02/2016 11:10:00 AM,2101 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,*Summer,10/23/2016 04:25:00 PM,10/23/2016 04:25:00 PM,07/02/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0.0
A810620,,12/16/2019 06:52:00 PM,12/16/2019 06:52:00 PM,2803 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Cattle Dog,Tricolor,,12/20/2019 05:34:00 PM,12/20/2019 05:34:00 PM,09/16/2019,Dog,Neutered Male,3 months,Australian Cattle Dog,Tricolor,0.0
A766696,Azya,03/13/2018 10:31:00 AM,03/13/2018 10:31:00 AM,11500 Prince Phillip Way in Manor (TX),Stray,Normal,Dog,Spayed Female,4 years,German Shepherd Mix,White,Azya,03/14/2018 11:27:00 AM,03/14/2018 11:27:00 AM,02/15/2014,Dog,Spayed Female,4 years,German Shepherd Mix,White,0.0
A697672,,02/26/2015 11:24:00 AM,02/26/2015 11:24:00 AM,Quail And Bird Creek in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Maltese/Miniature Poodle,White,,03/02/2015 06:49:00 PM,03/02/2015 06:49:00 PM,02/26/2012,Dog,Spayed Female,3 years,Maltese/Miniature Poodle,White,0.0
A737779,Sichere,11/04/2016 12:37:00 PM,11/04/2016 12:37:00 PM,12407 N Mopac Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Pit Bull Mix,Brown/White,Sichere,11/10/2016 02:20:00 PM,11/10/2016 02:20:00 PM,11/04/2009,Dog,Intact Female,7 years,Pit Bull Mix,Brown/White,0.0
A716830,*Greyson,11/25/2015 05:49:00 PM,11/25/2015 05:49:00 PM,4602 Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Pit Bull Mix,Blue/White,*Greyson,11/29/2015 01:12:00 PM,11/29/2015 01:12:00 PM,01/28/2015,Dog,Intact Male,10 months,Pit Bull Mix,Blue/White,0.0
A719894,,01/29/2016 09:33:00 PM,01/29/2016 09:33:00 PM,4600 Mueller Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,01/31/2016 08:50:00 AM,01/31/2016 08:50:00 AM,01/29/2015,Other,Unknown,1 year,Bat Mix,Brown,1.0
A805970,,10/04/2019 02:07:00 PM,10/04/2019 02:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby/White,,10/28/2019 04:37:00 PM,10/28/2019 04:37:00 PM,07/16/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,0.0
A664344,,10/02/2013 12:21:00 PM,10/02/2013 12:21:00 PM,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Blue,,10/02/2013 02:25:00 PM,10/02/2013 02:25:00 PM,09/17/2013,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Blue,0.0
A718854,,01/08/2016 12:58:00 PM,01/08/2016 12:58:00 PM,9200 N Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Brown Tabby,,01/20/2016 07:00:00 PM,01/20/2016 07:00:00 PM,05/08/2015,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby,0.0
A719411,*Poppy,01/19/2016 12:40:00 PM,01/19/2016 12:40:00 PM,Ruby Ray St And Mckinney Falls Pkwy in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,White/Blue,*Poppy,01/25/2016 12:00:00 AM,01/25/2016 12:00:00 AM,01/19/2014,Dog,Intact Female,2 years,Chihuahua Shorthair,White/Blue,0.0
A709221,*Ceily,08/06/2015 11:07:00 AM,08/06/2015 11:07:00 AM,1819 Quanah Parker in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Black,*Ceily,08/24/2015 04:11:00 PM,08/24/2015 04:11:00 PM,06/21/2015,Cat,Intact Female,2 months,Domestic Longhair Mix,Black,1.0
A796306,*Mickey,05/31/2019 11:21:00 AM,05/31/2019 11:21:00 AM,1819 Rutland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,*Mickey,06/02/2019 06:12:00 PM,06/02/2019 06:12:00 PM,05/09/2019,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,0.0
A779129,*Chloe,08/26/2018 11:37:00 AM,08/26/2018 11:37:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Chloe,09/29/2018 01:37:00 PM,09/29/2018 01:37:00 PM,07/02/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A765343,*Ruffles,01/18/2018 11:41:00 AM,01/18/2018 11:41:00 AM,Atlanta Street And Veterans Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Neapolitan Mastiff Mix,Gray,*Ruffles,01/26/2018 03:28:00 PM,01/26/2018 03:28:00 PM,01/18/2013,Dog,Spayed Female,5 years,Neapolitan Mastiff Mix,Gray,0.0
A765095,,01/12/2018 09:08:00 PM,01/12/2018 09:08:00 PM,14013 Golden Flax in Travis (TX),Stray,Normal,Dog,Intact Male,9 years,Dachshund Mix,White/Brown,,01/15/2018 01:53:00 PM,01/15/2018 01:53:00 PM,01/12/2009,Dog,Intact Male,9 years,Dachshund Mix,White/Brown,0.0
A806816,,10/16/2019 10:26:00 AM,10/16/2019 10:26:00 AM,8003 Persimmon Trail in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Torbie,,10/20/2019 05:44:00 PM,10/20/2019 05:44:00 PM,07/16/2019,Cat,Intact Female,3 months,Domestic Shorthair,Torbie,0.0
A751281,,06/06/2017 10:49:00 AM,06/06/2017 10:49:00 AM,15208 Chamberlain Ct in Austin (TX),Stray,Nursing,Dog,Intact Male,1 day,Pit Bull Mix,Brown Brindle,,06/17/2017 12:45:00 PM,06/17/2017 12:45:00 PM,06/05/2017,Dog,Intact Male,1 weeks,Pit Bull Mix,Brown Brindle,0.0
A733090,,08/17/2016 11:19:00 AM,08/17/2016 11:19:00 AM,12411 Lowden Ln in Travis (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,,08/17/2016 07:00:00 PM,08/17/2016 07:00:00 PM,08/02/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,0.0
A739233,Timo,11/29/2016 03:07:00 PM,11/29/2016 03:07:00 PM,9926 Vikki Terrace in Travis (TX),Public Assist,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,Tan/Brown,Timo,12/10/2016 05:58:00 PM,12/10/2016 05:58:00 PM,07/29/2016,Dog,Neutered Male,4 months,Labrador Retriever Mix,Tan/Brown,0.0
A697779,Kaya,06/06/2015 01:39:00 PM,06/06/2015 01:39:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Toy Poodle,Apricot,Kaya,06/08/2015 04:52:00 PM,06/08/2015 04:52:00 PM,02/28/2007,Dog,Intact Female,8 years,Toy Poodle,Apricot,0.0
A694381,Stubs,12/27/2014 11:00:00 AM,12/27/2014 11:00:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,Stubs,12/30/2014 06:09:00 PM,12/30/2014 06:09:00 PM,09/27/2014,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0
A785882,,12/11/2018 10:46:00 PM,12/11/2018 10:46:00 PM,Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Cairn Terrier Mix,Black/Tan,,12/14/2018 04:49:00 PM,12/14/2018 04:49:00 PM,04/11/2018,Dog,Spayed Female,8 months,Cairn Terrier Mix,Black/Tan,0.0
A710963,,08/31/2015 07:37:00 AM,08/31/2015 07:37:00 AM,1406 W Braker Ln in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/White,,09/04/2015 12:17:00 PM,09/04/2015 12:17:00 PM,08/30/2014,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/White,1.0
A797438,107 Grams,06/13/2019 02:28:00 PM,06/13/2019 02:28:00 PM,403 West Applegate in Austin (TX),Stray,Normal,Cat,Intact Male,3 days,Domestic Shorthair,Black/White,107 Grams,06/13/2019 04:43:00 PM,06/13/2019 04:43:00 PM,06/10/2019,Cat,Intact Male,3 days,Domestic Shorthair,Black/White,0.0
A705172,,06/14/2015 11:28:00 AM,06/14/2015 11:28:00 AM,12215 Hunters Chase Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,,06/14/2015 02:35:00 PM,06/14/2015 02:35:00 PM,05/14/2015,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A747712,*Jess,04/23/2017 05:49:00 PM,04/23/2017 05:49:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,*Jess,04/25/2017 03:33:00 PM,04/25/2017 03:33:00 PM,03/23/2017,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,0.0
A747421,Patsy,04/19/2017 12:38:00 PM,04/19/2017 12:38:00 PM,Caswell Ave & Park Blvd in Austin (TX),Stray,Injured,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Tortie,Patsy,05/16/2017 12:00:00 AM,05/16/2017 12:00:00 AM,04/25/2007,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Tortie,0.0
A693697,,12/13/2014 11:17:00 AM,12/13/2014 11:17:00 AM,10528 Channel Island in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue,,12/14/2014 09:00:00 AM,12/14/2014 09:00:00 AM,12/13/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue,0.0
A752282,,06/20/2017 01:09:00 PM,06/20/2017 01:09:00 PM,17212 Hamilton Point in Manor (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Lynx Point,,07/01/2017 05:50:00 PM,07/01/2017 05:50:00 PM,05/05/2017,Cat,Neutered Male,1 month,Siamese Mix,Lynx Point,0.0
A738263,Domino,11/12/2016 09:38:00 AM,11/12/2016 09:38:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Blue Merle/White,Domino,11/22/2016 06:18:00 PM,11/22/2016 06:18:00 PM,11/12/2012,Dog,Neutered Male,4 years,Pit Bull Mix,Blue Merle/White,0.0
A789411,*Marabelle,04/06/2019 11:34:00 AM,04/06/2019 11:34:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,*Marabelle,04/13/2019 12:32:00 PM,04/13/2019 12:32:00 PM,02/21/2018,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A688863,Thayer,09/25/2014 03:48:00 PM,09/25/2014 03:48:00 PM,Prado St & Ramos St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,Thayer,03/30/2015 06:11:00 PM,03/30/2015 06:11:00 PM,09/25/2013,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0.0
A722419,*Kaleigh,03/16/2016 01:03:00 PM,03/16/2016 01:03:00 PM,2124 E St Elmo Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Maltese Mix,White/Cream,*Kaleigh,03/20/2016 12:10:00 PM,03/20/2016 12:10:00 PM,03/19/2009,Dog,Spayed Female,7 years,Maltese Mix,White/Cream,0.0
A757344,*Rocky,09/01/2017 03:37:00 PM,09/01/2017 03:37:00 PM,Outside Jurisdiction,Public Assist,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,*Rocky,10/15/2017 03:13:00 PM,10/15/2017 03:13:00 PM,09/01/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A699303,,03/25/2015 12:50:00 PM,03/25/2015 12:50:00 PM,2113 W Wels Branch Pkwy #6000 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,03/25/2015 02:32:00 PM,03/25/2015 02:32:00 PM,03/25/2014,Other,Unknown,1 year,Bat Mix,Brown,1.0
A667330,Harry,11/16/2013 12:00:00 PM,11/16/2013 12:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,Harry,12/01/2013 12:45:00 PM,12/01/2013 12:45:00 PM,07/01/2013,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,0.0
A753647,*Helene,07/09/2017 01:28:00 PM,07/09/2017 01:28:00 PM,10606 Jean Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Medium Hair Mix,Blue/White,*Helene,08/12/2017 02:08:00 PM,08/12/2017 02:08:00 PM,06/04/2017,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue/White,0.0
A558444,Harley,03/04/2018 02:17:00 PM,03/04/2018 02:17:00 PM,Rutland And Metric in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Pit Bull,Blue/White,Harley,03/07/2018 10:11:00 AM,03/07/2018 10:11:00 AM,05/13/2009,Dog,Spayed Female,8 years,Pit Bull,Blue/White,0.0
