Animal ID,Name_Intake,DateTime_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,DateTime_Outcome,Date of Birth,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A792728,Polaris,2019-04-14 17:15:00,7405 Carissa Cove in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Flame Point,2019-05-12 19:36:00,2019-03-14 00:00:00,Intact Male,positive,59,31
A774953,*Mia,2018-06-22 12:29:00,701 Capital Of Texas Highway in West Lake Hills (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,2018-08-04 16:21:00,2018-05-22 00:00:00,Spayed Female,positive,74,31
A693087,Jordan,2014-12-01 16:59:00,1156 Hargrave St in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tan,2014-12-06 16:43:00,2014-10-01 00:00:00,Neutered Male,positive,66,61
A688313,*Silvia,2014-09-17 21:28:00,5206 Village Trl in Austin (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2014-10-28 15:33:00,2012-09-17 00:00:00,Spayed Female,positive,771,730
A747792,Huckleberry,2017-04-24 21:31:00,11639 River Oaks in Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,2017-05-29 15:00:00,2015-04-25 00:00:00,Neutered Male,positive,765,730
A770541,,2018-04-21 11:51:00,139 West Saint Elmo in Austin (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2018-04-21 15:35:00,2018-03-21 00:00:00,Intact Male,positive,31,31
A747140,Rosie,2017-04-17 18:30:00,4415 Diane Dr in Austin (TX),Public Assist,Normal,Dog,Spayed Female,Pit Bull Mix,White/Tan,2017-04-25 15:24:00,2009-04-15 00:00:00,Spayed Female,positive,2932,2924
A717860,,2015-12-16 14:44:00,11505 Melstone Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Sable/White,2015-12-21 13:29:00,2015-10-08 00:00:00,Neutered Male,positive,74,69
A623403,Sam,2014-01-13 13:51:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2014-02-01 18:33:00,1999-04-02 00:00:00,Neutered Male,positive,5419,5400
A773146,Starbucks,2018-05-28 13:34:00,Glowing Star And Decker in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Chocolate,2018-05-29 11:40:00,2017-05-28 00:00:00,Intact Male,positive,366,365
A735128,Charley,2016-09-19 09:54:00,600 Barwood Park in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,White/Brown,2016-09-27 12:11:00,2015-03-27 00:00:00,Neutered Male,positive,550,542
A682811,,2014-07-03 13:37:00,1807 Braker Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,2014-07-04 15:52:00,2014-05-03 00:00:00,Intact Female,positive,62,61
A728210,Riley,2016-06-01 11:35:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Beagle Mix,Tan/White,2016-06-02 15:32:00,2015-09-01 00:00:00,Intact Female,positive,275,274
A807137,,2019-10-21 10:58:00,280 Dry Creek Drive in Travis (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Red/Black,2019-12-13 16:30:00,2019-10-17 00:00:00,Neutered Male,positive,57,4
A716952,Coal,2015-11-29 11:24:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2015-12-10 17:48:00,2015-08-29 00:00:00,Neutered Male,positive,103,92
A797614,,2019-06-16 11:28:00,13409 Snowfall in Austin (TX),Stray,Normal,Dog,Intact Male,Great Dane Mix,Tan/White,2019-06-25 15:26:00,2019-02-16 00:00:00,Intact Male,positive,129,120
A806247,*Christopher,2019-10-07 15:09:00,2613 South 1St Street in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,2019-11-15 18:46:00,2019-06-22 00:00:00,Neutered Male,positive,146,107
A712243,,2015-09-19 15:03:00,Otto Valley Trail And Velarde in Austin (TX),Stray,Normal,Dog,Neutered Male,Shih Tzu Mix,Black/White,2015-09-21 14:16:00,2008-09-21 00:00:00,Neutered Male,positive,2556,2554
A696743,*Molly,2015-02-11 12:34:00,2508 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Yorkshire Terrier/Chihuahua Shorthair,White,2015-02-15 16:57:00,2013-02-11 00:00:00,Spayed Female,positive,734,730
A732045,*Phelps,2016-08-01 11:42:00,11209 Iron Oak Trl in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2016-08-09 09:38:00,2016-07-08 00:00:00,Intact Male,negative,32,24
A709304,*Brentley,2015-08-07 11:05:00,Silverstone Dr And Pointsetta Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,2015-08-18 17:36:00,2015-05-28 00:00:00,Neutered Male,positive,82,71
A745722,,2017-03-23 03:49:00,801 Guadalupe in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2017-03-23 07:52:00,2015-03-23 00:00:00,Unknown,negative,731,731
A777868,Rocky,2018-08-04 14:52:00,Fm 969 And Fm 973 in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Fawn/White,2018-08-04 17:00:00,2015-08-04 00:00:00,Neutered Male,positive,1096,1096
A723741,,2016-04-05 18:31:00,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black Tabby,2016-07-09 18:12:00,2016-04-04 00:00:00,Spayed Female,positive,96,1
A779443,,2018-09-01 11:19:00,1900 Simond Ave in Austin (TX),Wildlife,Injured,Other,Unknown,Bat,Brown,2018-09-02 09:52:00,2016-09-01 00:00:00,Unknown,negative,731,730
A710192,,2015-08-19 13:08:00,1841 Wooten Park Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Calico,2015-08-20 09:00:00,2014-08-19 00:00:00,Intact Female,positive,366,365
A755488,,2017-08-03 23:57:00,5752 Airport Blvd in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black/White,2017-08-04 13:31:00,2017-06-04 00:00:00,Unknown,positive,61,60
A755330,,2017-08-01 17:40:00,9200 North Plaza in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,2017-08-05 16:39:00,2016-08-02 00:00:00,Spayed Female,positive,368,364
A700798,*Fred,2015-04-19 16:47:00,25909 Hamilton Pool Road in Travis (TX),Stray,Normal,Cat,Neutered Male,Domestic Medium Hair Mix,Black,2015-04-30 13:25:00,2014-08-19 00:00:00,Neutered Male,positive,254,243
A703674,Mia,2015-05-27 18:16:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Blue,2015-08-01 19:11:00,2013-05-27 00:00:00,Spayed Female,positive,796,730
A701736,,2015-05-04 10:44:00,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,2015-05-04 13:46:00,2015-04-12 00:00:00,Unknown,positive,22,22
A741811,*Jaxon,2017-01-09 13:15:00,Hwy 183 & Planeview in Austin (TX),Stray,Normal,Dog,Neutered Male,Beagle Mix,Brown/White,2017-01-14 11:44:00,2013-01-09 00:00:00,Neutered Male,positive,1466,1461
A751882,Jimmy,2017-07-12 09:17:00,9309 Carson Creek in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Australian Shepherd Mix,Tan/White,2017-07-26 18:15:00,2016-01-12 00:00:00,Neutered Male,positive,561,547
A709014,,2015-08-04 08:48:00,00000 Briarcliff in Travis (TX),Stray,Sick,Dog,Intact Female,Treeing Cur Mix,Black,2015-08-08 14:18:00,2015-05-04 00:00:00,Intact Female,positive,96,92
A749654,,2017-05-17 16:10:00,8620 Showers in Travis (TX),Stray,Injured,Dog,Intact Male,Rottweiler Mix,Black/Tan,2017-05-17 17:17:00,2016-05-17 00:00:00,Intact Male,negative,365,365
A784136,Dezi,2018-11-12 13:31:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,2018-11-25 16:20:00,2016-06-12 00:00:00,Neutered Male,positive,896,883
A791799,,2019-04-01 10:52:00,Live Oak And Meadowbrook in Austin (TX),Stray,Normal,Dog,Neutered Male,Dachshund Mix,Chocolate,2019-04-06 16:16:00,2018-04-01 00:00:00,Neutered Male,positive,370,365
A734145,Love,2016-09-02 09:08:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Beagle/Pug,Brown/Black,2016-09-07 17:31:00,2015-10-02 00:00:00,Spayed Female,positive,341,336
A796642,*Sophie,2019-06-03 18:37:00,1325 Fm 973 in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd,Sable,2019-06-15 19:27:00,2017-06-03 00:00:00,Spayed Female,positive,742,730
A666784,*Snowbelle,2013-11-07 11:33:00,11503 March Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,White/Cream,2013-12-20 16:37:00,2013-09-30 00:00:00,Spayed Female,positive,81,38
A721021,Cat,2016-02-19 18:09:00,10515 N. Mopac Hwy in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,2016-03-08 18:42:00,2015-08-19 00:00:00,Spayed Female,positive,202,184
A809201,Boro,2019-11-20 19:05:00,Jamestown Drive And Thurmond Street in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull,White/Chocolate,2019-11-21 11:31:00,2018-11-20 00:00:00,Neutered Male,positive,366,365
A689053,Carly,2014-09-28 13:52:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever/Plott Hound,White/Brown,2014-10-09 16:28:00,2013-03-28 00:00:00,Spayed Female,positive,560,549
A807893,Sadie Rose,2019-10-31 16:53:00,Killingsworth Lane And Wells Branch Parkway in Travis (TX),Stray,Nursing,Dog,Intact Female,German Shepherd/Labrador Retriever,Black/Tan,2019-12-07 18:12:00,2019-10-01 00:00:00,Spayed Female,positive,67,30
A741175,Blueberry,2016-12-29 10:07:00,1305 Citation in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair,Blue,2017-01-03 17:52:00,2016-07-29 00:00:00,Neutered Male,positive,158,153
A753044,*Eva,2017-06-30 18:32:00,Ih 35 And Wells Branch in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,2017-07-31 18:10:00,2017-05-22 00:00:00,Spayed Female,positive,70,39
A696431,*Alice,2015-05-15 14:01:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull Mix,White/Blue,2015-05-18 17:04:00,2012-02-04 00:00:00,Spayed Female,positive,1199,1196
A731437,Tiger,2016-07-22 11:06:00,Decker Ln & Sh 130 in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,2016-07-26 14:27:00,2014-07-22 00:00:00,Neutered Male,positive,735,731
A310394,Carolina,2014-11-12 12:09:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,Chow Chow/Cardigan Welsh Corgi,Red/White,2014-11-17 12:04:00,2002-12-16 00:00:00,Spayed Female,positive,4354,4349
A808791,Lucky,2019-11-13 15:23:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Hovawart Mix,Black/Tan,2019-12-19 16:55:00,2017-11-13 00:00:00,Spayed Female,positive,766,730
A751960,Lucifer,2017-06-15 18:40:00,W Louis Henna Blvd & Farmers Cir in Travis (TX),Stray,Normal,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby/White,2017-06-17 18:00:00,2015-06-15 00:00:00,Spayed Female,positive,733,731
A808362,,2019-11-07 15:41:00,6705 Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Pug Mix,Fawn/Black,2019-11-11 17:18:00,2019-06-26 00:00:00,Spayed Female,positive,138,134
A793074,*Miguel,2019-04-19 11:09:00,Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,Pointer Mix,Black,2019-05-01 13:54:00,2018-07-19 00:00:00,Neutered Male,positive,286,274
A774903,,2018-06-21 18:05:00,11904 Blake Manor Road in Travis (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2018-06-25 14:53:00,2018-05-21 00:00:00,Intact Female,positive,35,31
A782312,*Star,2018-10-13 13:15:00,7201 Levander in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Torbie,2018-11-15 14:37:00,2018-08-30 00:00:00,Spayed Female,positive,77,44
A696955,Ziggy,2015-02-15 12:10:00,Amur Dr & Lightfoot Trail in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle Mix,White/Brown,2015-02-15 16:32:00,2014-02-15 00:00:00,Intact Female,positive,365,365
A744965,Buster,2017-03-11 14:49:00,7600 Pitter Pat Lane in Travis (TX),Stray,Normal,Dog,Intact Male,Chihuahua Longhair Mix,White/Black,2017-03-15 18:53:00,2005-03-10 00:00:00,Intact Male,positive,4388,4384
A751848,,2017-06-13 23:54:00,9220 Spicebrush Dr in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2017-06-14 08:20:00,2017-04-13 00:00:00,Unknown,negative,62,61
A762426,,2017-11-20 13:01:00,Montopolis Drive And Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,White/Black,2017-11-26 16:14:00,2017-03-20 00:00:00,Neutered Male,positive,251,245
A725350,,2016-04-28 12:24:00,12440 La Guardia Ln in Del Valle (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Black/White,2016-05-03 19:05:00,2014-04-28 00:00:00,Spayed Female,positive,736,731
A709512,,2015-08-10 12:06:00,3111 Parker Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2015-08-11 14:55:00,2015-07-19 00:00:00,Intact Male,positive,23,22
A793904,Shadow,2019-05-01 15:13:00,290 W And Circle Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Black,2019-05-01 18:30:00,2010-05-01 00:00:00,Neutered Male,positive,3287,3287
A755386,Bella,2017-08-02 14:16:00,6409 Porter in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,2017-08-12 17:08:00,2015-08-02 00:00:00,Spayed Female,positive,741,731
A715656,,2015-11-07 15:21:00,9815 Copper Creek Dr in Austin (TX),Stray,Normal,Other,Intact Male,Rabbit Sh Mix,White/Black,2015-11-07 18:35:00,2015-05-07 00:00:00,Intact Male,positive,184,184
A713446,*Odette,2015-10-07 07:41:00,8900 Ih 35 #1127 in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Black,2015-10-18 17:48:00,2014-10-07 00:00:00,Spayed Female,positive,376,365
A692323,,2014-11-18 16:12:00,4411 Meinardus Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2014-11-18 17:27:00,2014-11-03 00:00:00,Intact Male,positive,15,15
A772557,,2018-05-21 10:46:00,Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2018-05-21 14:41:00,2018-05-06 00:00:00,Intact Male,positive,15,15
A668265,,2013-12-01 10:48:00,10500 Avery Club Rd. #25 in Austin (TX),Wildlife,Sick,Other,Intact Male,Raccoon Mix,Black/Gray,2013-12-01 11:32:00,2010-12-01 00:00:00,Intact Male,negative,1096,1096
A703065,*Betty,2015-05-20 11:07:00,1405 E M Franklin Ave in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie/White,2015-08-15 15:04:00,2015-04-28 00:00:00,Spayed Female,positive,109,22
A749928,Venus,2017-05-21 14:07:00,Shoal Creek And West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,Sable/White,2017-08-08 07:52:00,2010-05-21 00:00:00,Spayed Female,positive,2636,2557
A685186,*Sierra,2014-08-03 16:58:00,Hwy 290 And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,American Pit Bull Terrier Mix,Brown/White,2014-09-04 12:02:00,2013-08-03 00:00:00,Neutered Male,positive,397,365
A794146,King,2019-05-04 12:52:00,Hiway 290 And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,2019-05-06 13:23:00,2019-01-23 00:00:00,Intact Male,positive,103,101
A716260,*Fritz,2015-11-17 14:12:00,13817 Klaus Ln in Travis (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,Tan/White,2015-11-22 19:21:00,2015-06-17 00:00:00,Neutered Male,positive,158,153
A775327,,2018-06-28 11:22:00,4700 E Riverside in Austin (TX),Wildlife,Sick,Other,Unknown,Raccoon Mix,Gray/Black,2018-06-28 12:45:00,2018-01-28 00:00:00,Unknown,negative,151,151
A689691,Millie,2014-10-08 09:59:00,800 Gardner in Austin (TX),Stray,Injured,Dog,Spayed Female,Pit Bull Mix,Blue/White,2015-05-30 06:12:00,2012-10-08 00:00:00,Spayed Female,positive,964,730
A760768,,2017-10-23 16:07:00,1421 Windcrest Dr in Travis (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,2017-10-24 09:05:00,2016-10-23 00:00:00,Unknown,negative,366,365
A666212,*Clyde,2013-10-28 18:30:00,5310 Medford Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2013-12-24 14:14:00,2013-08-28 00:00:00,Neutered Male,positive,118,61
A717498,,2015-12-09 09:42:00,Austin (TX),Public Assist,Nursing,Dog,Intact Male,Labrador Retriever Mix,Black,2015-12-09 12:28:00,2015-12-06 00:00:00,Intact Male,positive,3,3
A682976,*Jamie,2014-07-05 13:50:00,1606 E 3Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,2014-07-14 15:21:00,2013-07-05 00:00:00,Intact Male,positive,374,365
A766008,*Banjo,2018-01-31 13:16:00,12904 Manor Gregg Road in Manor (TX),Stray,Normal,Dog,Intact Male,Border Collie/Great Pyrenees,White/Black,2018-02-07 18:02:00,2017-08-31 00:00:00,Neutered Male,positive,160,153
A782900,*Casper,2018-10-22 17:31:00,4632 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,Snowshoe Mix,Lilac Point,2018-11-18 13:02:00,2013-10-22 00:00:00,Neutered Male,positive,1853,1826
A679945,Lulu,2014-05-28 12:57:00,Northcross & W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,Pit Bull/Pointer,Brown Brindle/White,2014-05-28 14:43:00,2005-05-28 00:00:00,Spayed Female,positive,3287,3287
A810017,,2019-12-05 13:58:00,4707 Old Castle Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,White/Black,2019-12-14 17:37:00,2019-09-13 00:00:00,Neutered Male,positive,92,83
A674520,,2014-03-14 13:11:00,8402 Bluff Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2014-03-14 14:09:00,2014-02-27 00:00:00,Intact Male,positive,15,15
A808668,*Viktor,2019-11-11 18:54:00,11718 Big Trail in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Schnauzer Mix,Black/Gray,2019-11-25 15:35:00,2017-11-11 00:00:00,Neutered Male,positive,744,730
A672008,Rider,2014-02-02 13:57:00,907 W Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/White,2014-02-04 17:39:00,2013-02-02 00:00:00,Neutered Male,positive,367,365
A714242,,2015-10-20 11:02:00,2600 Gracy Farms Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2015-10-21 09:00:00,2015-07-20 00:00:00,Intact Female,positive,93,92
A670582,*Sitka,2014-01-10 14:30:00,Kramer And N Lamar in Austin (TX),Stray,Normal,Cat,Neutered Male,Snowshoe Mix,Seal Point,2014-01-19 16:06:00,2009-01-10 00:00:00,Neutered Male,positive,1835,1826
A812886,,2020-01-30 15:33:00,707 Bedford Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,2020-02-01 11:42:00,2019-01-30 00:00:00,Intact Female,positive,367,365
A756605,Squiggy,2017-08-22 19:03:00,555 North Ih 35 in Williamson (TX),Stray,Normal,Dog,Neutered Male,Boston Terrier,Black/White,2017-08-26 16:53:00,2010-08-22 00:00:00,Neutered Male,positive,2561,2557
A686110,,2014-08-16 15:11:00,San Jose in Del Valle (TX),Stray,Nursing,Dog,Intact Female,Australian Kelpie Mix,Black/Brown,2014-08-20 14:05:00,2014-07-25 00:00:00,Intact Female,positive,26,22
A683576,*Buffy,2014-07-12 12:12:00,8078 Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair/Cairn Terrier,White,2014-07-17 16:01:00,2011-07-12 00:00:00,Intact Female,positive,1101,1096
A766760,,2018-02-16 10:28:00,7902 Tisdale in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2018-02-20 00:00:00,2016-02-16 00:00:00,Intact Male,positive,735,731
A694911,,2015-01-06 13:28:00,515 E 39Th in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Black,2015-01-06 16:05:00,2013-01-06 00:00:00,Spayed Female,negative,730,730
A773575,Monty,2018-11-29 14:54:00,4509 Credo Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,2018-12-16 14:22:00,2015-06-03 00:00:00,Neutered Male,positive,1292,1275
A706517,Ninja,2015-06-29 23:46:00,901 W. Ben White in Austin (TX),Public Assist,Normal,Dog,Intact Male,Jack Russell Terrier Mix,White/Blue Merle,2015-07-02 16:34:00,2012-06-30 00:00:00,Neutered Male,positive,1097,1094
A783169,,2018-10-26 12:52:00,5417 Salem Walk Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black,2018-10-31 15:51:00,2010-10-30 00:00:00,Neutered Male,positive,2923,2918
A676318,Luke,2014-04-08 14:41:00,Travis (TX),Stray,Normal,Dog,Intact Male,German Shepherd/Australian Cattle Dog,Tricolor,2014-05-24 15:06:00,2014-03-21 00:00:00,Neutered Male,positive,64,18
A792150,,2019-04-06 18:29:00,1501 Canon Yeomans Trail in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2019-04-11 17:32:00,2018-04-06 00:00:00,Intact Male,positive,370,365
A771941,Luna,2019-12-30 17:27:00,Metric And Braker in Austin (TX),Stray,Normal,Dog,Intact Female,German Shepherd Mix,White,2019-11-16 15:00:00,2017-11-12 00:00:00,Intact Female,positive,734,778
A724285,*Q.T.,2016-04-15 10:49:00,Loyola Ln And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Tricolor,2016-04-23 13:15:00,2016-01-31 00:00:00,Neutered Male,positive,83,75
A722325,Bella,2016-05-18 08:08:00,1144 Airport Blvd in Austin (TX),Stray,Sick,Dog,Spayed Female,Labrador Retriever Mix,Black,2016-05-30 13:10:00,2015-08-14 00:00:00,Spayed Female,positive,290,278
A695980,Charlie,2015-01-26 18:25:00,Tranquilo Trl And Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,Beagle/Cardigan Welsh Corgi,Yellow,2015-01-30 18:37:00,2014-01-26 00:00:00,Neutered Male,positive,369,365
A683797,,2014-07-15 15:06:00,3603 Southridge Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2014-07-15 16:37:00,2014-06-23 00:00:00,Intact Male,positive,22,22
A724776,,2016-04-21 17:06:00,8705 Stillwood Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black Tabby,2016-04-27 10:59:00,2015-04-21 00:00:00,Neutered Male,positive,372,366
A799698,Buddy,2019-07-11 10:07:00,4800 South Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,Great Pyrenees/Labrador Retriever,White,2019-07-15 17:34:00,2014-07-11 00:00:00,Intact Male,positive,1830,1826
A731258,Alexander,2016-07-19 12:02:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Blue,2016-07-21 13:05:00,2005-07-19 00:00:00,Neutered Male,positive,4020,4018
A732094,*Summer,2016-08-02 11:10:00,2101 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2016-10-23 16:25:00,2016-07-02 00:00:00,Spayed Female,positive,113,31
A810620,,2019-12-16 18:52:00,2803 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog,Tricolor,2019-12-20 17:34:00,2019-09-16 00:00:00,Neutered Male,positive,95,91
A766696,Azya,2018-03-13 10:31:00,11500 Prince Phillip Way in Manor (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,White,2018-03-14 11:27:00,2014-02-15 00:00:00,Spayed Female,positive,1488,1487
A697672,,2015-02-26 11:24:00,Quail And Bird Creek in Austin (TX),Stray,Normal,Dog,Intact Female,Maltese/Miniature Poodle,White,2015-03-02 18:49:00,2012-02-26 00:00:00,Spayed Female,positive,1100,1096
A737779,Sichere,2016-11-04 12:37:00,12407 N Mopac Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,2016-11-10 14:20:00,2009-11-04 00:00:00,Intact Female,positive,2563,2557
A716830,*Greyson,2015-11-25 17:49:00,4602 Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,2015-11-29 13:12:00,2015-01-28 00:00:00,Intact Male,positive,305,301
A719894,,2016-01-29 21:33:00,4600 Mueller Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2016-01-31 08:50:00,2015-01-29 00:00:00,Unknown,negative,367,365
A805970,,2019-10-04 14:07:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,2019-10-28 16:37:00,2019-07-16 00:00:00,Neutered Male,positive,104,80
A664344,,2013-10-02 12:21:00,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,White/Blue,2013-10-02 14:25:00,2013-09-17 00:00:00,Intact Male,positive,15,15
A718854,,2016-01-08 12:58:00,9200 N Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2016-01-20 19:00:00,2015-05-08 00:00:00,Spayed Female,positive,257,245
A719411,*Poppy,2016-01-19 12:40:00,Ruby Ray St And Mckinney Falls Pkwy in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Chihuahua Shorthair,White/Blue,2016-01-25 00:00:00,2014-01-19 00:00:00,Intact Female,positive,736,730
A709221,*Ceily,2015-08-06 11:07:00,1819 Quanah Parker in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Black,2015-08-24 16:11:00,2015-06-21 00:00:00,Intact Female,negative,64,46
A796306,*Mickey,2019-05-31 11:21:00,1819 Rutland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2019-06-02 18:12:00,2019-05-09 00:00:00,Intact Male,positive,24,22
A779129,*Chloe,2018-08-26 11:37:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2018-09-29 13:37:00,2018-07-02 00:00:00,Spayed Female,positive,89,55
