Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake,percent,Duration of Stay (in days),monthIntake,monthOutcome
A739098,10005 Shively in Austin (TX),Stray,Injured,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,positive,557,550,0.1371742112482853,7,11,12
A704736,7400 Loyola Ln in Austin (TX),Stray,Nursing,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,Unknown,positive,15,15,0.1371742112482853,0,6,6
A787099,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,Labrador Retriever Mix,Red,Neutered Male,positive,864,856,0.6369426751592357,8,5,5
A726781,13332 Elm Grove Rd in Travis (TX),Stray,Normal,Dog,Intact Male,Border Terrier Mix,Black,Intact Male,positive,27,22,0.1371742112482853,5,5,5
A711101,1607 Cricket Hollow Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,Labrador Retriever Mix,Chocolate/White,Spayed Female,positive,87,84,0.1371742112482853,3,9,9
A765971,81 San Marcos Street in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Gray Tabby,Neutered Male,positive,159,155,0.1371742112482853,4,1,2
A678081,4710 Carson Hill Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Orange Tabby/White,Spayed Female,positive,790,730,0.1371742112482853,60,5,7
A692253,1906 Newton St in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,Unknown,positive,373,365,0.1371742112482853,8,11,11
A679546,Prairie Trail / Kramer Lane in Austin (TX),Stray,Normal,Dog,Intact Female,Siberian Husky Mix,Black/Gray,Intact Female,positive,734,730,0.1371742112482853,4,5,5
A780870,2407 Allred Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,Intact Female,positive,51,16,0.1371742112482853,35,9,10
A723412,8000 Valleyfield Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Schnauzer Mix,Gray,Intact Male,positive,1096,1096,0.1371742112482853,0,3,3
A687418,Austin (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Calico,Intact Female,positive,2,2,0.1371742112482853,0,9,9
A687993,1901 East Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,Miniature Schnauzer,White,Spayed Female,positive,2192,2191,0.1371742112482853,1,9,9
A669603,2921 Pecan Springs Rd in Austin (TX),Stray,Injured,Cat,Intact Female,Siamese Mix,Flame Point,Intact Female,negative,122,122,0.1371742112482853,0,12,12
A724502,Mansfield Park Drive in Austin (TX),Stray,Normal,Cat,Unknown,Siamese Mix,Seal Point,Unknown,positive,15,15,0.1371742112482853,0,4,4
A774096,1911 Tillery St in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,3655,3652,0.1371742112482853,3,6,6
A745375,1115 W 10Th St in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Calico,Spayed Female,positive,423,381,0.1371742112482853,42,4,5
A740098,Travis (TX),Stray,Nursing,Dog,Intact Male,Chihuahua Shorthair Mix,Black/White,Intact Male,positive,1,0,0.1371742112482853,1,12,12
A755999,Cedar Park (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Tan,Intact Female,positive,935,912,0.1371742112482853,23,8,9
A782771,10001 Burleson Road in Austin (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,positive,45,30,0.1371742112482853,15,10,11
A796431,333 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,White/Blue Tabby,Spayed Female,positive,85,22,0.1371742112482853,63,6,8
A743545,Outside Jurisdiction,Owner Surrender,Normal,Dog,Intact Female,Catahoula Mix,Red/White,Spayed Female,positive,309,306,0.6369426751592357,3,2,2
A774678,412 East William Cannon in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,Intact Male,positive,1467,1461,0.1371742112482853,6,6,6
A704364,4502 Gillis St in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,Intact Male,negative,76,61,0.1371742112482853,15,6,6
A702982,1012 Stacias Way in Pflugerville (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,Unknown,positive,15,15,0.1371742112482853,0,5,5
A552877,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Calico,Spayed Female,positive,3102,3095,0.6369426751592357,7,2,2
A806464,5104 Raton Pass in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Black/White,Unknown,positive,7,7,0.1371742112482853,0,10,10
A768144,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,American Pit Bull Terrier Mix,Brown/White,Neutered Male,positive,63,3,0.6369426751592357,60,3,5
A724646,1107 N Cuernavaca Dr in Travis (TX),Stray,Injured,Dog,Intact Female,German Shepherd Mix,Black/Brown,Intact Female,positive,1461,1461,0.1371742112482853,0,4,4
A734541,Journeyville Dr And Terravista Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,White/Brown,Neutered Male,positive,127,123,0.1371742112482853,4,9,9
A730316,6001 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Bullmastiff Mix,Brown/White,Intact Male,positive,737,731,0.1371742112482853,6,7,7
A750606,2904 Bond Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Black,Intact Female,positive,35,25,0.1371742112482853,10,5,6
A716965,Woodward St And Willowrun Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,Black,Neutered Male,positive,372,365,0.1371742112482853,7,11,12
A691431,923 Walter St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,Intact Female,positive,139,138,0.1371742112482853,1,11,11
A720048,Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Black,Intact Female,positive,66,62,0.1371742112482853,4,2,2
A698027,2901 Sunridge in Austin (TX),Public Assist,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/Tan,Neutered Male,positive,732,730,1.7857142857142856,2,3,3
A706661,14606 Gold Fish Pond Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,Australian Cattle Dog Mix,White,Spayed Female,positive,3653,3652,0.1371742112482853,1,7,7
A779385,Parker Ln And Oltorf in Austin (TX),Stray,Normal,Dog,Neutered Male,Plott Hound Mix,Black/White,Neutered Male,positive,1096,1096,0.1371742112482853,0,8,8
A725997,5055 Hwy 71 in Del Valle (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Tortie/White,Intact Female,positive,16,15,0.1371742112482853,1,5,5
A723278,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Australian Cattle Dog Mix,Red/White,Spayed Female,positive,1465,1461,0.6369426751592357,4,3,4
A722624,6Th St And Red River St in Austin (TX),Stray,Normal,Dog,Spayed Female,Shih Tzu Mix,Tan/White,Spayed Female,positive,5479,5479,0.1371742112482853,0,3,3
A687164,Fm1626 And S 1St St in Austin (TX),Stray,Normal,Dog,Neutered Male,Great Pyrenees/Standard Poodle,White,Neutered Male,positive,1197,1193,0.1371742112482853,4,12,12
A777594,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Dachshund Longhair Mix,Cream,Neutered Male,positive,280,280,0.6369426751592357,0,8,8
A774177,4404 East Oltorf in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,66,61,0.1371742112482853,5,6,6
A685827,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,Tan/White,Intact Male,negative,61,61,0.6369426751592357,0,8,8
A805046,21902 Cold Spring Dr in Travis (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/Great Pyrenees,White,Neutered Male,positive,1854,1826,0.1371742112482853,28,9,10
A719517,4600 Monterey Oaks in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,735,730,0.1371742112482853,5,1,1
A568618,13204 Amarillo Ave in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,2463,2407,0.6369426751592357,56,8,9
A683059,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,Labrador Retriever/Australian Cattle Dog,Black/Brown,Intact Male,positive,202,198,0.6369426751592357,4,7,7
A786776,4901 Red Bluff Road in Austin (TX),Stray,Normal,Dog,Spayed Female,Shiba Inu Mix,Red/Black,Spayed Female,positive,4749,4748,0.1371742112482853,1,1,1
A794375,1203 Eleanor Street in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,Unknown,positive,370,365,0.1371742112482853,5,5,5
A728271,10105 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd Mix,White/Brown,Intact Male,positive,31,31,0.1371742112482853,0,6,6
A766580,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,Spayed Female,positive,787,780,0.6369426751592357,7,10,10
A772005,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,positive,373,365,0.6369426751592357,8,5,5
A713431,2008 Wagon Crossing Path in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,Unknown,positive,7,7,0.1371742112482853,0,10,10
A801474,3000 Royster Lane in Travis (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Chocolate/White,Spayed Female,positive,739,730,0.1371742112482853,9,8,8
A683149,12125 Von Quintus Rd in Travis (TX),Stray,Normal,Dog,Intact Female,Boxer Mix,Brown/White,Intact Female,positive,80,76,0.1371742112482853,4,7,7
A763164,2107 Kirksey Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue Cream,Spayed Female,positive,135,122,0.1371742112482853,13,12,12
A670183,1800 E Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,positive,367,365,0.1371742112482853,2,1,1
A701525,Riverside Dr & Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tricolor,Spayed Female,positive,553,547,0.1371742112482853,6,4,5
A677287,4434 Frontier Trl in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,4,4,0.1371742112482853,0,4,4
A702220,Austin (TX),Stray,Injured,Dog,Intact Male,English Cocker Spaniel Mix,Black/White,Intact Male,negative,730,730,0.1371742112482853,0,5,5
A804309,510 E Fawnridge Drive in Austin (TX),Stray,Injured,Dog,Intact Male,Dachshund/Chihuahua Longhair,Brown,Intact Male,positive,1837,1826,0.1371742112482853,11,9,9
A703332,5217 Canela in Austin (TX),Stray,Sick,Cat,Unknown,Domestic Shorthair Mix,Blue/White,Unknown,positive,22,22,0.1371742112482853,0,5,5
A579856,Banister Road And Southport Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,Chihuahua Shorthair,Tan,Neutered Male,positive,3007,3006,0.1371742112482853,1,10,10
A806310,6201 Sneed Cove in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,Neutered Male,positive,57,50,0.1371742112482853,7,10,10
A724687,710 E Ben White Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,St. Bernard Smooth Coat Mix,Tricolor,Spayed Female,positive,64,60,0.1371742112482853,4,4,4
A756115,10710 Beach Road in Leander (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black/White,Intact Female,positive,56,53,0.1371742112482853,3,8,8
A734704,Outside Jurisdiction,Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Fawn/White,Neutered Male,positive,808,798,0.1371742112482853,10,11,11
A570741,Pleasant Valley And 2Nd St in Austin (TX),Stray,Normal,Dog,Neutered Male,Australian Shepherd Mix,Blue/Tan,Neutered Male,positive,5199,5198,0.1371742112482853,1,7,7
A728153,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Black,Neutered Male,positive,90,83,0.6369426751592357,7,5,6
A794277,4603 Merion Cricket Drive in Austin (TX),Wildlife,Sick,Other,Unknown,Skunk,Black/White,Unknown,negative,730,730,2.272727272727273,0,5,5
A807479,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Medium Hair,Blue/White,Neutered Male,positive,146,138,0.6369426751592357,8,12,12
A690614,Delta Post And Webberville in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,87,45,0.1371742112482853,42,10,12
A710296,2001 Bastrop Hwy in Del Valle (TX),Stray,Normal,Dog,Intact Male,Norwich Terrier Mix,Tan,Neutered Male,positive,1100,1095,0.1371742112482853,5,8,8
A803783,9704 Circle Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull,White/Tan,Neutered Male,positive,731,730,0.1371742112482853,1,9,9
A686644,Old Harbor Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair/Jack Russell Terrier,Black/Tan,Neutered Male,positive,83,79,0.1371742112482853,4,8,8
A795844,4610 Bucks Run Road in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby/White,Unknown,positive,6,6,0.1371742112482853,0,5,5
A690144,17200 Bridgefarmer Blvd in Travis (TX),Wildlife,Sick,Other,Unknown,Bat Mix,Brown,Unknown,negative,192,183,2.272727272727273,9,10,10
A735747,2701 E 7Th St in Austin (TX),Stray,Injured,Dog,Intact Female,Chow Chow Mix,Tan,Intact Female,positive,734,730,0.1371742112482853,4,9,10
A809513,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Australian Shepherd/German Shepherd,Tan/White,Spayed Female,positive,69,68,0.6369426751592357,1,12,12
A759330,8108 Canoga in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Spayed Female,positive,309,274,0.1371742112482853,35,9,11
A806508,7619 North Interstate 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White,Spayed Female,positive,125,76,0.1371742112482853,49,10,11
A711662,Lago Vista (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,131,38,0.6369426751592357,93,9,12
A723777,7105 Spurlock Dr in Austin (TX),Wildlife,Injured,Other,Unknown,Raccoon,Gray/Black,Unknown,negative,367,366,2.272727272727273,1,4,4
A687217,6710 Starcrest Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Border Collie Mix,Brown/White,Neutered Male,positive,82,77,0.1371742112482853,5,9,9
A808636,1616 West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,Siamese,Seal Point,Intact Female,negative,5480,5478,0.1371742112482853,2,11,11
A739049,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,3080,2916,0.6369426751592357,164,11,5
A719072,510 W 26Th St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Tortie,Spayed Female,positive,189,184,0.1371742112482853,5,1,1
A701387,7210 Geneva Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Fawn/White,Intact Male,positive,1464,1463,0.1371742112482853,1,3,3
A740267,4600 Sivlerstone Rd in Austin (TX),Stray,Injured,Dog,Intact Female,Dachshund Mix,Red,Spayed Female,positive,425,366,0.1371742112482853,59,12,2
A799169,189 Jacobson Road in Travis (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Tortie,Unknown,positive,368,365,0.1371742112482853,3,7,7
A735077,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,1104,1096,0.6369426751592357,8,9,9
A771269,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Longhair Mix,Orange Tabby/White,Spayed Female,positive,4421,4383,0.6369426751592357,38,5,6
A673413,Europa And Ganymede in Austin (TX),Stray,Normal,Dog,Neutered Male,Australian Shepherd Mix,Blue Merle/White,Neutered Male,positive,365,365,0.1371742112482853,0,2,2
A712949,5905 Silver Screen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,366,365,0.1371742112482853,1,9,10
A759748,1620 Old Lockhart Road in Travis (TX),Stray,Normal,Dog,Intact Female,Australian Shepherd Mix,White/Brown,Intact Female,positive,375,365,0.1371742112482853,10,10,10
A759930,500 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,366,365,2.272727272727273,1,10,10
A711030,Jesse Bohls Dr in Travis (TX),Stray,Normal,Dog,Spayed Female,Dachshund/Basset Hound,Black Brindle/White,Spayed Female,positive,366,365,0.1371742112482853,1,9,9
A806365,Austin (TX),Stray,Normal,Dog,Intact Female,Cocker Spaniel Mix,Brown/White,Intact Female,positive,22,22,0.1371742112482853,0,10,10
A759047,3401 Webberville Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Neutered Male,positive,247,243,0.1371742112482853,4,9,9
A763936,1720 Bowerton in Austin (TX),Stray,Normal,Dog,Intact Male,Yorkshire Terrier/Standard Poodle,White,Neutered Male,positive,370,365,0.1371742112482853,5,12,12
A696734,10911 Thaxton Rd A in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/White,Intact Male,positive,556,549,0.1371742112482853,7,2,2
A743384,Austin (TX),Public Assist,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Black/White,Spayed Female,positive,1471,1462,1.7857142857142856,9,2,2
A712530,920 Water St in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Spayed Female,positive,95,31,0.1371742112482853,64,9,11
A719528,5106 Village Square Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,Neutered Male,positive,752,730,0.1371742112482853,22,1,2
A676885,Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,Chihuahua Shorthair Mix,Cream,Neutered Male,positive,765,754,0.6369426751592357,11,5,5
A782389,Wind Mill Ranch Avenue And Windy Vane Drive in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,White/Brown,Neutered Male,positive,877,730,0.1371742112482853,147,10,3
A783321,Elgin Village in Travis (TX),Stray,Injured,Cat,Intact Female,Domestic Longhair Mix,White/Brown Tabby,Spayed Female,positive,91,33,0.1371742112482853,58,10,12
A800793,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair,Cream Tabby,Neutered Male,positive,181,85,0.6369426751592357,96,9,12
A773699,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,Spayed Female,positive,82,38,0.1371742112482853,44,6,7
A666889,Paleface Ranch Road in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,90,76,0.1371742112482853,14,11,11
A806720,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull,Brown Brindle,Spayed Female,positive,738,730,0.6369426751592357,8,10,10
A794741,12501 Tech Ridge Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Orange Tiger,Neutered Male,positive,68,61,0.1371742112482853,7,5,5
A791593,Boulder Lane in Manor (TX),Stray,Normal,Dog,Intact Female,Pointer Mix,White/Red,Spayed Female,positive,126,120,0.1371742112482853,6,3,4
A802550,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair,Tortie,Intact Female,positive,382,365,0.6369426751592357,17,8,9
A801208,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Siamese Mix,Seal Point,Spayed Female,positive,370,365,0.6369426751592357,5,8,8
A799095,North Lamar in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White,Spayed Female,positive,1224,1095,0.1371742112482853,129,7,11
A748859,7200 Grand Canyon in Austin (TX),Stray,Sick,Dog,Intact Male,Pit Bull Mix,White/Black,Neutered Male,positive,263,242,0.1371742112482853,21,5,5
A703161,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,76,47,0.1371742112482853,29,5,6
A783054,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull Mix,Brown Brindle,Spayed Female,positive,1438,1096,0.6369426751592357,342,10,10
A673077,Travis (TX),Public Assist,Normal,Dog,Intact Female,Maltese,White,Spayed Female,positive,1917,1826,1.7857142857142856,91,2,5
A705195,11606 N Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,67,33,0.1371742112482853,34,6,7
A688678,11705 Lapoynor St in Manor (TX),Stray,Normal,Dog,Spayed Female,Pit Bull Mix,Black/White,Spayed Female,positive,736,730,0.1371742112482853,6,9,9
A713647,4100 Avenue C in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,366,365,0.1371742112482853,1,10,10
A773793,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,German Shepherd,Black/Brown,Spayed Female,positive,92,90,0.6369426751592357,2,6,6
A776408,000 West 41 Street in Austin (TX),Stray,Normal,Dog,Intact Female,Catahoula/Labrador Retriever,Tan,Spayed Female,positive,315,297,0.1371742112482853,18,7,7
A806289,9111 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Torbie,Intact Female,positive,45,40,0.1371742112482853,5,10,10
A761306,11611 Raymond C Ewry Lane in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Medium Hair Mix,Orange Tabby,Unknown,positive,369,365,0.1371742112482853,4,11,11
A754973,183 And Burnet Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black,Neutered Male,positive,158,150,0.1371742112482853,8,7,8
A745593,Immanuel Rd & Rendova Ln in Travis (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Tan/White,Spayed Female,positive,308,304,0.1371742112482853,4,3,3
A669597,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Intact Female,positive,193,182,0.6369426751592357,11,12,1
A680123,"2300 Campden Drive, Austin, Tx in Austin (TX)",Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,Neutered Male,positive,72,68,0.1371742112482853,4,5,6
A711361,2602 Lehigh Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Blue/White,Unknown,positive,31,31,0.1371742112482853,0,9,9
A776586,6507 Luckenbach Ln in Travis (TX),Public Assist,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,Spayed Female,positive,1243,730,1.7857142857142856,513,7,12
A731999,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Calico,Intact Female,positive,17,17,0.1371742112482853,0,7,7
A808524,1910 Los Olivios Way in Austin (TX),Stray,Normal,Dog,Intact Male,Norwich Terrier,Buff,Neutered Male,positive,736,730,0.1371742112482853,6,11,11
A674403,1500 Reagan Hill in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,Intact Male,positive,306,304,0.1371742112482853,2,3,3
A706647,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Australian Shepherd Mix,Tricolor,Neutered Male,positive,1849,1845,0.6369426751592357,4,7,7
A782347,2109 Lear Lane in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,positive,734,730,0.1371742112482853,4,10,10
A728270,10105 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Female,German Shepherd Mix,Brown/White,Intact Female,positive,31,31,0.1371742112482853,0,6,6
A753095,10507 Mellow Meadow in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,127,122,0.1371742112482853,5,7,7
A679937,9500 S Chisholm Trl in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,Spayed Female,positive,67,61,0.1371742112482853,6,5,6
A735122,Ed Bluestien And 290 in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Longhair Mix,Black/White,Intact Male,negative,92,92,0.1371742112482853,0,9,9
A685868,7201 Levander Loop in Austin (TX),Public Assist,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Agouti,Spayed Female,positive,304,304,1.7857142857142856,0,8,8
A702743,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Labrador Retriever Mix,Black/White,Neutered Male,positive,114,88,0.6369426751592357,26,5,6
A709723,1137 Gunter in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,White/Gray,Neutered Male,positive,128,122,0.1371742112482853,6,8,8
A771932,Austin (TX),Stray,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,Spayed Female,positive,1126,1096,0.1371742112482853,30,5,6
A709866,Austin (TX),Public Assist,Normal,Dog,Intact Female,Labrador Retriever Mix,Tan,Intact Female,positive,557,546,1.7857142857142856,11,8,8
A796601,2203 Onion Creek in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,1104,1095,2.272727272727273,9,6,6
A652954,11805 Oak Haven in Austin (TX),Stray,Normal,Dog,Neutered Male,German Shepherd/Labrador Retriever,Brown/Black,Neutered Male,positive,413,401,0.1371742112482853,12,1,2
A730731,183 And Hw 973 in Austin (TX),Stray,Normal,Dog,Intact Female,Plott Hound Mix,Brown Brindle,Intact Female,positive,413,366,0.1371742112482853,47,7,8
A789549,6813 Campina Crossing in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,735,730,0.1371742112482853,5,2,2
A773311,710 East Ben White Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black/White,Spayed Female,positive,371,365,0.1371742112482853,6,5,6
A752017,12120 Manchaca Rd in Austin (TX),Stray,Normal,Bird,Intact Male,Chicken Mix,Red,Intact Male,positive,127,123,0.1371742112482853,4,6,6
A699227,Montopolis Dr & Marigold Terrace in Austin (TX),Stray,Nursing,Cat,Intact Female,Domestic Medium Hair Mix,Cream Tabby/White,Spayed Female,positive,155,1,0.1371742112482853,154,3,8
A738749,404 Ralph Ablanedo Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd,Brown/Black,Spayed Female,positive,2562,2557,0.1371742112482853,5,11,11
A791864,8403 Shoal Creek in Austin (TX),Wildlife,Sick,Other,Unknown,Fox Mix,Brown/Black,Unknown,negative,730,730,2.272727272727273,0,4,4
A695395,3812 Cal Rodgers St in Austin (TX),Stray,Normal,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,Neutered Male,positive,1652,1647,0.1371742112482853,5,7,7
A768939,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Gray/White,Spayed Female,positive,4457,4383,0.6369426751592357,74,3,6
A731264,2614 Coatbridge Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Gray/White,Unknown,positive,2,2,0.1371742112482853,0,7,7
